JourneyRef,DistanceMade,RecordedAt
2022-08-16-53379525,62765,2022-08-16 10:26:52
2022-08-16-53379525,63082,2022-08-16 10:27:07
2022-08-16-53379525,63309,2022-08-16 10:27:21
2022-08-16-53379525,63514,2022-08-16 10:27:39
2022-08-16-53379525,63609,2022-08-16 10:28:08
2022-08-16-53379525,63657,2022-08-16 10:28:24
2022-08-16-53379525,63709,2022-08-16 10:28:39
2022-08-16-53379525,63819,2022-08-16 10:28:56
2022-08-16-53379525,63869,2022-08-16 10:29:08
2022-08-16-53379525,63984,2022-08-16 10:29:23
2022-08-16-53379525,64160,2022-08-16 10:29:39
2022-08-16-53379525,64408,2022-08-16 10:29:54
2022-08-16-53379525,64589,2022-08-16 10:30:10
2022-08-16-53379525,64779,2022-08-16 10:30:24
2022-08-16-53379525,64952,2022-08-16 10:30:42
2022-08-16-53379525,65007,2022-08-16 10:30:49
2022-08-16-53379525,65114,2022-08-16 10:31:08
2022-08-16-53379525,65224,2022-08-16 10:31:25
2022-08-16-53379525,65329,2022-08-16 10:31:40
2022-08-16-53379525,65439,2022-08-16 10:31:55
2022-08-16-53379525,65624,2022-08-16 10:32:10
2022-08-16-53379525,65923,2022-08-16 10:32:25
2022-08-16-53379525,65321,2022-08-16 10:32:36
2022-08-16-53379525,65321,2022-08-16 10:32:50
2022-08-16-53379525,65485,2022-08-16 10:33:08
2022-08-16-53379525,65598,2022-08-16 10:33:27
2022-08-16-53379525,65651,2022-08-16 10:33:35
2022-08-16-53379525,65756,2022-08-16 10:33:54
2022-08-16-53379525,65811,2022-08-16 10:34:06
2022-08-16-53379525,65863,2022-08-16 10:34:17
2022-08-16-53379525,65970,2022-08-16 10:34:41
2022-08-16-53379525,66024,2022-08-16 10:34:49
2022-08-16-53379525,66185,2022-08-16 10:35:11
2022-08-16-53379525,66296,2022-08-16 10:35:21
2022-08-16-53379525,66645,2022-08-16 10:35:41
2022-08-16-53379525,66645,2022-08-16 10:35:48
2022-08-16-53379525,66645,2022-08-16 10:36:11
2022-08-16-53379525,66775,2022-08-16 10:37:06
2022-08-16-53379525,66881,2022-08-16 10:37:25
2022-08-16-53379525,66938,2022-08-16 10:37:39
2022-08-16-53379525,66970,2022-08-16 10:38:38
2022-08-16-53379525,67022,2022-08-16 10:39:04
2022-08-16-53379525,67217,2022-08-16 10:39:27
2022-08-16-53379525,67217,2022-08-16 10:39:42
2022-08-16-53379525,67253,2022-08-16 10:40:05
2022-08-16-53379525,67364,2022-08-16 10:40:21
2022-08-16-53379525,67496,2022-08-16 10:40:30
2022-08-16-53379525,67496,2022-08-16 10:41:06
2022-08-16-53379525,67496,2022-08-16 10:41:29
2022-08-16-53379525,67522,2022-08-16 10:42:04
2022-08-16-53379525,67522,2022-08-16 10:42:30
2022-08-16-53379525,67569,2022-08-16 10:42:44
2022-08-16-53379525,67597,2022-08-16 10:43:42
2022-08-16-53379525,67656,2022-08-16 10:44:25
2022-08-16-53379525,67784,2022-08-16 10:44:35
2022-08-16-53379525,67902,2022-08-16 10:45:09
2022-08-16-53379525,68014,2022-08-16 10:45:21
2022-08-16-53379525,68014,2022-08-16 10:46:08
2022-08-16-53379525,68014,2022-08-16 10:46:20
2022-08-16-53379525,68014,2022-08-16 10:46:40
2022-08-16-53379525,68053,2022-08-16 10:46:51
2022-08-16-53379525,68123,2022-08-16 10:47:07
2022-08-16-53379525,68342,2022-08-16 10:47:38
2022-08-16-53379525,68342,2022-08-16 10:47:46
2022-08-16-53379525,68342,2022-08-16 10:48:07
2022-08-16-53379525,68390,2022-08-16 10:48:21
2022-08-16-53379525,68445,2022-08-16 10:48:30
2022-08-16-53379525,68502,2022-08-16 10:48:46
2022-08-16-53379525,68562,2022-08-16 10:49:07
2022-08-16-53379525,68592,2022-08-16 10:50:02
2022-08-16-53379525,68617,2022-08-16 10:51:01
2022-08-16-53379525,68622,2022-08-16 10:52:06
2022-08-16-53379525,68622,2022-08-16 10:52:10
2022-08-16-53379525,68841,2022-08-16 10:54:29
2022-08-16-53379525,68841,2022-08-16 10:57:05
2022-08-16-53379525,69050,2022-08-16 10:57:35
2022-08-16-53379525,69265,2022-08-16 10:57:46
2022-08-16-53379525,69265,2022-08-16 10:58:41
2022-08-16-53379525,69265,2022-08-16 10:59:11
2022-08-16-53379525,69265,2022-08-16 10:59:38
2022-08-16-53379525,69290,2022-08-16 10:59:53
2022-08-16-53379525,69341,2022-08-16 11:00:05
2022-08-16-53379525,69368,2022-08-16 11:00:39
2022-08-16-53379525,69393,2022-08-16 11:01:04
2022-08-16-53379525,69447,2022-08-16 11:01:55
2022-08-16-53379525,69498,2022-08-16 11:02:16
2022-08-16-53379525,69679,2022-08-16 11:02:38
2022-08-16-53379525,69679,2022-08-16 11:02:45
2022-08-16-53379525,69679,2022-08-16 11:03:06
2022-08-16-53379525,69679,2022-08-16 11:03:39
2022-08-16-53379525,69745,2022-08-16 11:03:51
2022-08-16-53379525,69864,2022-08-16 11:04:05
2022-08-16-53379525,69878,2022-08-16 11:04:42
2022-08-16-53379525,69878,2022-08-16 11:05:02
2022-08-16-53379525,70174,2022-08-16 11:05:37
2022-08-16-53379525,70174,2022-08-16 11:05:43
2022-08-16-53379525,70174,2022-08-16 11:06:24
2022-08-16-53379525,70399,2022-08-16 11:06:38
2022-08-16-53379525,70399,2022-08-16 11:06:51
2022-08-16-53379525,70399,2022-08-16 11:07:09
2022-08-16-53379525,70423,2022-08-16 11:07:31
2022-08-16-53379525,70476,2022-08-16 11:07:45
2022-08-16-53379525,70596,2022-08-16 11:08:10
2022-08-16-53379525,70640,2022-08-16 11:08:16
2022-08-16-53379525,70686,2022-08-16 11:08:36
2022-08-16-53379525,70733,2022-08-16 11:09:35
2022-08-16-53379526,220,2022-08-16 10:30:57
2022-08-16-53379526,385,2022-08-16 10:31:13
2022-08-16-53379526,485,2022-08-16 10:31:17
2022-08-16-53379526,508,2022-08-16 10:31:39
2022-08-16-53379526,565,2022-08-16 10:31:47
2022-08-16-53379526,592,2022-08-16 10:32:18
2022-08-16-53379526,592,2022-08-16 10:32:45
2022-08-16-53379526,705,2022-08-16 10:33:09
2022-08-16-53379526,987,2022-08-16 10:33:24
2022-08-16-53379526,1059,2022-08-16 10:33:29
2022-08-16-53379526,1189,2022-08-16 10:34:27
2022-08-16-53379526,1351,2022-08-16 10:34:41
2022-08-16-53379526,1592,2022-08-16 10:34:56
2022-08-16-53379526,1752,2022-08-16 10:35:06
2022-08-16-53379526,2075,2022-08-16 10:35:27
2022-08-16-53379526,2244,2022-08-16 10:35:32
2022-08-16-53379526,2244,2022-08-16 10:35:52
2022-08-16-53379526,2377,2022-08-16 10:36:03
2022-08-16-53379526,2635,2022-08-16 10:36:23
2022-08-16-53379526,2661,2022-08-16 10:36:35
2022-08-16-53379526,2916,2022-08-16 10:36:57
2022-08-16-53379526,2916,2022-08-16 10:37:08
2022-08-16-53379526,2988,2022-08-16 10:37:36
2022-08-16-53379526,3217,2022-08-16 10:37:55
2022-08-16-53379526,3272,2022-08-16 10:38:09
2022-08-16-53379526,3387,2022-08-16 10:38:22
2022-08-16-53379526,3440,2022-08-16 10:38:30
2022-08-16-53379526,3548,2022-08-16 10:38:52
2022-08-16-53379526,3727,2022-08-16 10:39:08
2022-08-16-53379526,3928,2022-08-16 10:39:19
2022-08-16-53379526,3928,2022-08-16 10:39:39
2022-08-16-53379526,3928,2022-08-16 10:40:37
2022-08-16-53379526,3978,2022-08-16 10:40:53
2022-08-16-53379526,4124,2022-08-16 10:41:01
2022-08-16-53379526,4124,2022-08-16 10:41:25
2022-08-16-53379526,4132,2022-08-16 10:41:56
2022-08-16-53379526,4242,2022-08-16 10:42:12
2022-08-16-53379526,4296,2022-08-16 10:42:21
2022-08-16-53379526,4348,2022-08-16 10:42:30
2022-08-16-53379526,4463,2022-08-16 10:42:55
2022-08-16-53379526,4513,2022-08-16 10:43:02
2022-08-16-53379526,4616,2022-08-16 10:43:36
2022-08-16-53379526,4788,2022-08-16 10:44:23
2022-08-16-53379526,4815,2022-08-16 10:45:08
2022-08-16-53379526,4992,2022-08-16 10:45:23
2022-08-16-53379526,5044,2022-08-16 10:45:29
2022-08-16-53379526,5068,2022-08-16 10:45:56
2022-08-16-53379526,5170,2022-08-16 10:46:21
2022-08-16-53379526,5208,2022-08-16 10:46:50
2022-08-16-53379526,5316,2022-08-16 10:47:23
2022-08-16-53379526,5460,2022-08-16 10:47:39
2022-08-16-53379526,5597,2022-08-16 10:47:53
2022-08-16-53379526,5753,2022-08-16 10:48:09
2022-08-16-53379526,5932,2022-08-16 10:48:23
2022-08-16-53379526,6064,2022-08-16 10:48:34
2022-08-16-53379526,6115,2022-08-16 10:49:13
2022-08-16-53379526,6166,2022-08-16 10:49:50
2022-08-16-53379526,6284,2022-08-16 10:50:05
2022-08-16-53379526,6284,2022-08-16 10:50:22
2022-08-16-53379526,6464,2022-08-16 10:50:42
2022-08-16-53379526,6651,2022-08-16 10:50:56
2022-08-16-53379526,6708,2022-08-16 10:51:01
2022-08-16-53379526,6772,2022-08-16 10:51:26
2022-08-16-53379526,6890,2022-08-16 10:51:40
2022-08-16-53379526,7055,2022-08-16 10:51:56
2022-08-16-53379526,7115,2022-08-16 10:52:28
2022-08-16-53379526,7232,2022-08-16 10:53:07
2022-08-16-53379526,7281,2022-08-16 10:53:22
2022-08-16-53379526,7440,2022-08-16 10:53:40
2022-08-16-53379526,7562,2022-08-16 10:53:55
2022-08-16-53379526,7724,2022-08-16 10:54:05
2022-08-16-53379526,7792,2022-08-16 10:54:42
2022-08-16-53379526,8004,2022-08-16 10:54:56
2022-08-16-53379526,8063,2022-08-16 10:55:01
2022-08-16-53379526,8408,2022-08-16 10:55:26
2022-08-16-53379526,8639,2022-08-16 10:55:37
2022-08-16-53379526,8996,2022-08-16 10:55:56
2022-08-16-53379526,9245,2022-08-16 10:56:11
2022-08-16-53379526,9515,2022-08-16 10:56:26
2022-08-16-53379526,9796,2022-08-16 10:56:41
2022-08-16-53379526,10114,2022-08-16 10:56:56
2022-08-16-53379526,10408,2022-08-16 10:57:11
2022-08-16-53379526,10756,2022-08-16 10:57:26
2022-08-16-53379526,11122,2022-08-16 10:57:41
2022-08-16-53379526,11511,2022-08-16 10:57:56
2022-08-16-53379526,11868,2022-08-16 10:58:11
2022-08-16-53379526,12195,2022-08-16 10:58:26
2022-08-16-53379526,12497,2022-08-16 10:58:41
2022-08-16-53379526,12764,2022-08-16 10:58:56
2022-08-16-53379526,13018,2022-08-16 10:59:11
2022-08-16-53379526,13185,2022-08-16 10:59:21
2022-08-16-53379526,13592,2022-08-16 11:00:08
2022-08-16-53379526,13920,2022-08-16 11:00:23
2022-08-16-53379526,14297,2022-08-16 11:00:38
2022-08-16-53379526,14701,2022-08-16 11:00:53
2022-08-16-53379526,14972,2022-08-16 11:01:03
2022-08-16-53379526,16521,2022-08-16 11:01:38
2022-08-16-53379526,16836,2022-08-16 11:01:53
2022-08-16-53379526,17121,2022-08-16 11:02:08
2022-08-16-53379526,17383,2022-08-16 11:02:23
2022-08-16-53379526,17688,2022-08-16 11:02:38
2022-08-16-53379526,18051,2022-08-16 11:02:53
2022-08-16-53379526,18425,2022-08-16 11:03:08
2022-08-16-53379526,18798,2022-08-16 11:03:23
2022-08-16-53379526,19258,2022-08-16 11:03:38
2022-08-16-53379526,19624,2022-08-16 11:03:53
2022-08-16-53379526,20026,2022-08-16 11:04:08
2022-08-16-53379526,20395,2022-08-16 11:04:23
2022-08-16-53379526,20742,2022-08-16 11:04:38
2022-08-16-53379526,21124,2022-08-16 11:04:53
2022-08-16-53379526,21516,2022-08-16 11:05:08
2022-08-16-53379526,21910,2022-08-16 11:05:23
2022-08-16-53379526,22270,2022-08-16 11:05:38
2022-08-16-53379526,22641,2022-08-16 11:05:53
2022-08-16-53379526,23020,2022-08-16 11:06:08
2022-08-16-53379526,23384,2022-08-16 11:06:23
2022-08-16-53379526,23780,2022-08-16 11:06:38
2022-08-16-53379526,24161,2022-08-16 11:06:53
2022-08-16-53379526,24519,2022-08-16 11:07:08
2022-08-16-53379526,24903,2022-08-16 11:07:23
2022-08-16-53379526,25277,2022-08-16 11:07:38
2022-08-16-53379526,25830,2022-08-16 11:07:53
2022-08-16-53379526,26237,2022-08-16 11:08:08
2022-08-16-53379526,26642,2022-08-16 11:08:23
2022-08-16-53379526,27030,2022-08-16 11:08:38
2022-08-16-53379526,27472,2022-08-16 11:08:53
2022-08-16-53379526,27846,2022-08-16 11:09:08
2022-08-16-53379526,28241,2022-08-16 11:09:23
2022-08-16-53379526,28629,2022-08-16 11:09:38
2022-08-16-53379526,28996,2022-08-16 11:09:53
2022-08-16-53379526,29350,2022-08-16 11:10:08
2022-08-16-53379526,29701,2022-08-16 11:10:23
2022-08-16-53379526,30014,2022-08-16 11:10:38
2022-08-16-53379526,30364,2022-08-16 11:10:53
2022-08-16-53379526,30764,2022-08-16 11:11:08
2022-08-16-53379526,31168,2022-08-16 11:11:23
2022-08-16-53379526,31565,2022-08-16 11:11:38
2022-08-16-53379526,32061,2022-08-16 11:11:53
2022-08-16-53379526,32464,2022-08-16 11:12:08
2022-08-16-53379526,32848,2022-08-16 11:12:23
2022-08-16-53379526,33257,2022-08-16 11:12:38
2022-08-16-53379526,33660,2022-08-16 11:12:53
2022-08-16-53379526,33926,2022-08-16 11:13:03
2022-08-16-53379526,34491,2022-08-16 11:13:23
2022-08-16-53379526,34903,2022-08-16 11:13:38
2022-08-16-53379526,35315,2022-08-16 11:13:53
2022-08-16-53379526,35704,2022-08-16 11:14:08
2022-08-16-53379526,36111,2022-08-16 11:14:23
2022-08-16-53379526,36485,2022-08-16 11:14:38
2022-08-16-53379526,36874,2022-08-16 11:14:53
2022-08-16-53379526,37270,2022-08-16 11:15:08
2022-08-16-53379526,37671,2022-08-16 11:15:23
2022-08-16-53379526,38073,2022-08-16 11:15:38
2022-08-16-53379526,38459,2022-08-16 11:15:53
2022-08-16-53379526,38823,2022-08-16 11:16:08
2022-08-16-53379526,39219,2022-08-16 11:16:23
2022-08-16-53379526,39593,2022-08-16 11:16:38
2022-08-16-53379526,39973,2022-08-16 11:16:53
2022-08-16-53379526,40357,2022-08-16 11:17:08
2022-08-16-53379526,40736,2022-08-16 11:17:23
2022-08-16-53379526,41145,2022-08-16 11:17:38
2022-08-16-53379526,41528,2022-08-16 11:17:53
2022-08-16-53379526,41905,2022-08-16 11:18:08
2022-08-16-53379526,42319,2022-08-16 11:18:23
2022-08-16-53379526,42713,2022-08-16 11:18:38
2022-08-16-53379526,43126,2022-08-16 11:18:53
2022-08-16-53379526,43517,2022-08-16 11:19:08
2022-08-16-53379526,43897,2022-08-16 11:19:23
2022-08-16-53379526,44298,2022-08-16 11:19:38
2022-08-16-53379526,44709,2022-08-16 11:19:53
2022-08-16-53379526,45079,2022-08-16 11:20:08
2022-08-16-53379526,45434,2022-08-16 11:20:23
2022-08-16-53379526,45795,2022-08-16 11:20:38
2022-08-16-53379526,46156,2022-08-16 11:20:53
2022-08-16-53379526,46566,2022-08-16 11:21:09
2022-08-16-53379526,46889,2022-08-16 11:21:21
2022-08-16-53379526,47341,2022-08-16 11:21:38
2022-08-16-53379526,47770,2022-08-16 11:21:53
2022-08-16-53379526,48190,2022-08-16 11:22:08
2022-08-16-53379526,48609,2022-08-16 11:22:23
2022-08-16-53379526,49020,2022-08-16 11:22:38
2022-08-16-53379526,49439,2022-08-16 11:22:53
2022-08-16-53379526,49852,2022-08-16 11:23:08
2022-08-16-53379526,50269,2022-08-16 11:23:23
2022-08-16-53379526,50676,2022-08-16 11:23:38
2022-08-16-53379526,51092,2022-08-16 11:23:53
2022-08-16-53379526,51487,2022-08-16 11:24:08
2022-08-16-53379526,51906,2022-08-16 11:24:23
2022-08-16-53379526,52307,2022-08-16 11:24:38
2022-08-16-53379526,52712,2022-08-16 11:24:53
2022-08-16-53379526,53100,2022-08-16 11:25:08
2022-08-16-53379526,53474,2022-08-16 11:25:23
2022-08-16-53379526,53826,2022-08-16 11:25:38
2022-08-16-53379526,54189,2022-08-16 11:25:53
2022-08-16-53379526,54567,2022-08-16 11:26:08
2022-08-16-53379526,54925,2022-08-16 11:26:23
2022-08-16-53379526,55281,2022-08-16 11:26:38
2022-08-16-53379526,55636,2022-08-16 11:26:53
2022-08-16-53379526,56020,2022-08-16 11:27:08
2022-08-16-53379526,56399,2022-08-16 11:27:23
2022-08-16-53379526,56750,2022-08-16 11:27:38
2022-08-16-53379526,57139,2022-08-16 11:27:53
2022-08-16-53379526,57499,2022-08-16 11:28:08
2022-08-16-53379526,57904,2022-08-16 11:28:24
2022-08-16-53379526,58291,2022-08-16 11:28:38
2022-08-16-53379526,58704,2022-08-16 11:28:53
2022-08-16-53379526,59175,2022-08-16 11:29:08
2022-08-16-53379526,59461,2022-08-16 11:29:23
2022-08-16-53379526,59827,2022-08-16 11:29:38
2022-08-16-53379526,60197,2022-08-16 11:29:53
2022-08-16-53379526,60549,2022-08-16 11:30:08
2022-08-16-53379526,60696,2022-08-16 11:30:18
2022-08-16-53379526,60747,2022-08-16 11:30:30
2022-08-16-53379526,60796,2022-08-16 11:30:45
2022-08-16-53379526,60850,2022-08-16 11:31:04
2022-08-16-53379526,60904,2022-08-16 11:31:17
2022-08-16-53379526,61009,2022-08-16 11:31:42
2022-08-16-53379526,61129,2022-08-16 11:31:54
2022-08-16-53379526,61324,2022-08-16 11:32:08
2022-08-16-53379526,61553,2022-08-16 11:32:23
2022-08-16-53379526,61794,2022-08-16 11:32:38
2022-08-16-53379526,62040,2022-08-16 11:32:53
2022-08-16-53379526,62282,2022-08-16 11:33:08
2022-08-16-53379526,62466,2022-08-16 11:33:23
2022-08-16-53379526,62669,2022-08-16 11:33:38
2022-08-16-53379526,62867,2022-08-16 11:33:53
2022-08-16-53379526,63094,2022-08-16 11:34:08
2022-08-16-53379526,63309,2022-08-16 11:34:23
2022-08-16-53379526,63594,2022-08-16 11:34:38
2022-08-16-53379526,63909,2022-08-16 11:34:53
2022-08-16-53379526,64129,2022-08-16 11:35:08
2022-08-16-53379526,64348,2022-08-16 11:35:23
2022-08-16-53379526,64549,2022-08-16 11:35:38
2022-08-16-53379526,64750,2022-08-16 11:35:53
2022-08-16-53379526,64994,2022-08-16 11:36:08
2022-08-16-53379526,65161,2022-08-16 11:36:27
2022-08-16-53379526,65369,2022-08-16 11:36:41
2022-08-16-53379526,65574,2022-08-16 11:36:56
2022-08-16-53379526,65678,2022-08-16 11:37:06
2022-08-16-53379526,65951,2022-08-16 11:37:26
2022-08-16-53379526,66244,2022-08-16 11:37:41
2022-08-16-53379526,65321,2022-08-16 11:37:51
2022-08-16-53379526,65466,2022-08-16 11:38:24
2022-08-16-53379526,65576,2022-08-16 11:38:39
2022-08-16-53379526,65686,2022-08-16 11:38:55
2022-08-16-53379526,65750,2022-08-16 11:39:08
2022-08-16-53379526,65795,2022-08-16 11:39:17
2022-08-16-53379526,65846,2022-08-16 11:39:34
2022-08-16-53379526,65896,2022-08-16 11:39:47
2022-08-16-53379526,66006,2022-08-16 11:40:09
2022-08-16-53379526,66116,2022-08-16 11:40:24
2022-08-16-53379526,66283,2022-08-16 11:40:41
2022-08-16-53379526,66396,2022-08-16 11:40:55
2022-08-16-53379526,66516,2022-08-16 11:41:05
2022-08-16-53379526,66645,2022-08-16 11:41:19
2022-08-16-53379526,66645,2022-08-16 11:41:31
2022-08-16-53379526,66645,2022-08-16 11:41:50
2022-08-16-53379526,66680,2022-08-16 11:42:29
2022-08-16-53379526,66705,2022-08-16 11:42:51
2022-08-16-53379526,66818,2022-08-16 11:43:09
2022-08-16-53379526,66930,2022-08-16 11:43:27
2022-08-16-53379526,66980,2022-08-16 11:43:58
2022-08-16-53379526,67217,2022-08-16 11:44:24
2022-08-16-53379526,67217,2022-08-16 11:44:32
2022-08-16-53379526,67217,2022-08-16 11:45:07
2022-08-16-53379526,67262,2022-08-16 11:45:27
2022-08-16-53379526,67317,2022-08-16 11:45:38
2022-08-16-53379526,67496,2022-08-16 11:45:54
2022-08-16-53379526,67496,2022-08-16 11:46:01
2022-08-16-53379526,67496,2022-08-16 11:46:40
2022-08-16-53379526,67591,2022-08-16 11:47:07
2022-08-16-53379526,67606,2022-08-16 11:47:41
2022-08-16-53379526,67606,2022-08-16 11:48:05
2022-08-16-53379526,67716,2022-08-16 11:48:38
2022-08-16-53379526,67826,2022-08-16 11:48:51
2022-08-16-53379526,67886,2022-08-16 11:49:20
2022-08-16-53379526,68014,2022-08-16 11:49:28
2022-08-16-53379526,68014,2022-08-16 11:50:27
2022-08-16-53379526,68014,2022-08-16 11:50:37
2022-08-16-53379526,68014,2022-08-16 11:51:13
2022-08-16-53379526,68069,2022-08-16 11:52:12
2022-08-16-53379526,68154,2022-08-16 11:52:56
2022-08-16-53379526,68342,2022-08-16 11:53:08
2022-08-16-53379526,68342,2022-08-16 11:53:15
2022-08-16-53379526,68342,2022-08-16 11:53:33
2022-08-16-53379526,68387,2022-08-16 11:53:48
2022-08-16-53379526,68442,2022-08-16 11:54:23
2022-08-16-53379526,68502,2022-08-16 11:54:34
2022-08-16-53379526,68612,2022-08-16 11:54:57
2022-08-16-53379526,68667,2022-08-16 11:55:11
2022-08-16-53379526,68672,2022-08-16 11:56:08
2022-08-16-53379526,68732,2022-08-16 11:57:05
2022-08-16-53379526,68752,2022-08-16 11:58:03
2022-08-16-53379526,68841,2022-08-16 11:58:20
2022-08-16-53379526,68841,2022-08-16 11:58:40
2022-08-16-53379526,68841,2022-08-16 11:59:38
2022-08-16-53379526,68841,2022-08-16 12:00:13
2022-08-16-53379526,68881,2022-08-16 12:00:37
2022-08-16-53379526,68941,2022-08-16 12:01:10
2022-08-16-53379526,68998,2022-08-16 12:01:22
2022-08-16-53379526,69096,2022-08-16 12:01:38
2022-08-16-53379526,69146,2022-08-16 12:01:51
2022-08-16-53379526,69265,2022-08-16 12:02:06
2022-08-16-53379526,69265,2022-08-16 12:02:48
2022-08-16-53379526,69265,2022-08-16 12:03:22
2022-08-16-53379526,69265,2022-08-16 12:03:35
2022-08-16-53379526,69299,2022-08-16 12:03:51
2022-08-16-53379526,69360,2022-08-16 12:04:06
2022-08-16-53379526,69430,2022-08-16 12:04:36
2022-08-16-53379526,69465,2022-08-16 12:04:55
2022-08-16-53379526,69512,2022-08-16 12:05:20
2022-08-16-53379526,69569,2022-08-16 12:05:31
2022-08-16-53379526,69679,2022-08-16 12:05:43
2022-08-16-53379526,69679,2022-08-16 12:06:13
2022-08-16-53379526,69702,2022-08-16 12:06:37
2022-08-16-53379526,69732,2022-08-16 12:07:35
2022-08-16-53379526,69789,2022-08-16 12:07:53
2022-08-16-53379526,69910,2022-08-16 12:08:05
2022-08-16-53379526,69967,2022-08-16 12:08:13
2022-08-16-53379526,69981,2022-08-16 12:09:11
2022-08-16-53379526,70174,2022-08-16 12:09:42
2022-08-16-53379526,70228,2022-08-16 12:09:53
2022-08-16-53379526,70399,2022-08-16 12:10:06
2022-08-16-53379526,70444,2022-08-16 12:10:23
2022-08-16-53379526,70584,2022-08-16 12:10:51
2022-08-16-53379526,70649,2022-08-16 12:10:59
2022-08-16-53379526,70649,2022-08-16 12:11:17
2022-08-16-53379526,70699,2022-08-16 12:12:10
2022-08-16-53379526,70819,2022-08-16 12:12:25
2022-08-16-53379526,70979,2022-08-16 12:12:42
2022-08-16-53379527,165,2022-08-16 11:31:54
2022-08-16-53379527,485,2022-08-16 11:32:09
2022-08-16-53379527,523,2022-08-16 11:32:27
2022-08-16-53379527,690,2022-08-16 11:32:55
2022-08-16-53379527,900,2022-08-16 11:33:09
2022-08-16-53379527,970,2022-08-16 11:33:14
2022-08-16-53379527,1090,2022-08-16 11:33:29
2022-08-16-53379527,1145,2022-08-16 11:34:27
2022-08-16-53379527,1255,2022-08-16 11:34:37
2022-08-16-53379527,1305,2022-08-16 11:34:44
2022-08-16-53379527,1355,2022-08-16 11:35:25
2022-08-16-53379527,1565,2022-08-16 11:35:39
